img_name,lon,lat,damage,elevation,near_dist,slope,aspect
-93.657619_30.045243.jpeg,-93.657619,30.045243,1,0.69,1426.255371,0.145,flat
-93.657673_30.202696999999997.jpeg,-93.657673,30.202697,1,3.0799999,1994.516846,1.1950001,E
-93.65770699999999_30.045245.jpeg,-93.657707,30.045245,1,0.69,1426.447388,0.145,flat
-93.657726_30.04502.jpeg,-93.657726,30.04502,1,0.69,1451.441773,0.145,flat
-93.657788_30.045040999999998.jpeg,-93.657788,30.045041,1,0.63,1449.440918,0.107,flat
-93.657788_30.637527000000002.jpeg,-93.657788,30.637527,1,15.1800003,16.6761227,0.889,flat
-93.658074_30.203031.jpeg,-93.658074,30.203031,1,4.2399998,1955.919067,0.359,flat
-93.658088_30.203008.jpeg,-93.658088,30.203008,1,4.2399998,1954.549072,0.359,flat
-93.658116_30.622732.jpeg,-93.658116,30.622732,1,16,1490.031128,1.45,NW
-93.658163_30.202996999999996.jpeg,-93.658163,30.202997,1,4.2399998,1947.320557,0.359,flat
-93.658221_30.204434999999997.jpeg,-93.658221,30.204435,1,4.1900001,1949.459106,0.009,flat
-93.658281_30.202271000000003.jpeg,-93.658281,30.202271,1,3.8599999,1937.023682,0.88,E
-93.658426_30.202983000000003.jpeg,-93.658426,30.202983,1,4.2600002,1921.994873,0.27,flat
-93.658441_30.202515999999996.jpeg,-93.658441,30.202516,1,4.3600001,1920.894165,0.154,flat
-93.658469_30.202494.jpeg,-93.658469,30.202494,1,4.2600002,1918.250244,0.446,flat
-93.658501_30.202265999999998.jpeg,-93.658501,30.202266,1,4.2600002,1915.878784,0.446,flat
-93.658585_30.202977.jpeg,-93.658585,30.202977,1,4.2600002,1906.686035,0.27,flat
-93.658624_30.206999999999997.jpeg,-93.658624,30.207,1,3.6400001,1839.156494,1.243,NE
-93.65866_30.207029.jpeg,-93.65866,30.207029,1,3.6400001,1834.85022,1.243,NE
-93.65871_30.026395.jpeg,-93.65871,30.026395,1,0.59,1696.774292,0.603,flat
-93.658785_30.206929.jpeg,-93.658785,30.206929,1,4.4200001,1827.011841,0.554,flat
-93.65888199999999_30.207264000000002.jpeg,-93.658882,30.207264,1,2.9100001,1806.387329,1.038,NE
-93.658891_30.207282.jpeg,-93.658891,30.207282,1,3.8499999,1804.940186,1.075,NE
-93.658909_30.204578.jpeg,-93.658909,30.204578,1,4.3299999,1884.854492,0.151,flat
-93.658909_30.204584999999998.jpeg,-93.658909,30.204585,1,4.3299999,1884.921509,0.151,flat
-93.658941_30.20407.jpeg,-93.658941,30.20407,1,4.3299999,1877.139038,0.199,flat
-93.658941_30.204523.jpeg,-93.658941,30.204523,1,4.3299999,1881.258789,0.151,flat
-93.658946_30.026391999999998.jpeg,-93.658946,30.026392,1,0.55,1719.362793,0.276,flat
-93.658962_30.207253.jpeg,-93.658962,30.207253,1,3.8499999,1799.4552,1.075,NE
-93.658968_30.204886.jpeg,-93.658968,30.204886,1,4.4000001,1882.147949,0.103,flat
-93.65896_30.204088.jpeg,-93.65896,30.204088,1,4.3299999,1875.458008,0.199,flat
-93.65901099999999_30.026386.jpeg,-93.659011,30.026386,1,1.04,1725.524048,0.215,W
-93.659014_30.204855.jpeg,-93.659014,30.204855,1,4.4000001,1877.439819,0.103,flat
-93.659059_30.204040999999997.jpeg,-93.659059,30.204041,1,4.3299999,1865.582642,0.199,flat
-93.659122_30.204257000000002.jpeg,-93.659122,30.204257,1,4.3000002,1861.365112,0.054,flat
-93.659127_30.202481.jpeg,-93.659127,30.202481,1,4.21,1854.96106,0.276,flat
-93.659139_30.202438.jpeg,-93.659139,30.202438,1,4.21,1853.921631,0.276,flat
-93.659139_30.204246.jpeg,-93.659139,30.204246,1,4.3000002,1859.633667,0.054,flat
-93.659161_30.202384999999996.jpeg,-93.659161,30.202385,1,4.21,1851.963867,0.276,flat
-93.659192_30.206215999999998.jpeg,-93.659192,30.206216,1,4.3800001,1817.716431,0.072,flat
-93.65920600000001_30.203435.jpeg,-93.659206,30.203435,1,4.3099999,1847.953003,0.125,flat
-93.659214_30.203429999999997.jpeg,-93.659214,30.20343,1,4.3099999,1847.164429,0.125,flat
-93.65921999999999_30.206184000000004.jpeg,-93.65922,30.206184,1,4.3800001,1816.529053,0.072,flat
-93.659231_30.204277.jpeg,-93.659231,30.204277,1,4.0500002,1851.095825,0.624,flat
-93.659327_30.201455.jpeg,-93.659327,30.201455,1,4.1700001,1840.461548,0.065,flat
-93.659327_30.203359000000003.jpeg,-93.659327,30.203359,1,4.3099999,1836.042114,0.125,flat
-93.65936500000001_30.138793.jpeg,-93.659365,30.138793,1,2.28,1505.008545,0.29,flat
-93.659524_30.207959000000002.jpeg,-93.659524,30.207959,1,4.2600002,1719.191773,0.863,NE
-93.659638_30.138878000000002.jpeg,-93.659638,30.138878,1,2.29,1482.393799,0.323,flat
-93.659665_30.139013000000002.jpeg,-93.659665,30.139013,1,2.49,1484.237671,0.245,flat
-93.659751_30.138645.jpeg,-93.659751,30.138645,1,2.22,1464.768066,0.251,flat
-93.659763_30.208301000000002.jpeg,-93.659763,30.208301,1,4.3699999,1682.156006,0.443,NE
-93.659767_30.208303000000004.jpeg,-93.659767,30.208303,1,4.3699999,1681.713257,0.443,NE
-93.659805_30.138094.jpeg,-93.659805,30.138094,1,2.03,1444.380737,0.44,SE
-93.660089_30.138252.jpeg,-93.660089,30.138252,1,1.9,1422.029297,0.54,SW
-93.66026600000001_30.207306.jpeg,-93.660266,30.207306,1,4.1599998,1678.63501,0.389,flat
-93.660287_30.139574.jpeg,-93.660287,30.139574,1,1.8099999,1447.344727,0.056,flat
-93.66028_30.207332.jpeg,-93.66028,30.207332,1,3.76,1676.417481,0.228,flat
-93.66034499999999_30.205094.jpeg,-93.660345,30.205094,1,4.4499998,1752.134155,0.231,flat
-93.660395_30.204826.jpeg,-93.660395,30.204826,1,4.6700001,1744.733276,0.105,flat
-93.660422_30.205065.jpeg,-93.660422,30.205065,1,4.4499998,1744.45752,0.231,flat
-93.660431_30.20485.jpeg,-93.660431,30.20485,1,4.6700001,1741.511108,0.105,flat
-93.660534_30.204796.jpeg,-93.660534,30.204796,1,4.6700001,1731.116699,0.105,flat
-93.66072199999999_30.202021000000002.jpeg,-93.660722,30.202021,1,4.1199999,1703.185791,0.566,flat
-93.660786_30.201990999999996.jpeg,-93.660786,30.201991,1,4.1199999,1697.147217,0.566,flat
-93.660845_30.202137.jpeg,-93.660845,30.202137,1,3.5999999,1690.929199,0.978,flat
-93.661087_30.202019.jpeg,-93.661087,30.202019,1,3.5999999,1668.081177,0.978,flat
-93.66109_30.212114.jpeg,-93.66109,30.212114,1,3.0799999,1424.263184,0.677,flat
-93.66119300000001_30.212019.jpeg,-93.661193,30.212019,1,3.3099999,1417.320313,0.348,flat
-93.661241_30.212164.jpeg,-93.661241,30.212164,1,3.3099999,1408.811401,0.348,flat
-93.66131700000001_30.211954.jpeg,-93.661317,30.211954,1,3.3099999,1407.623169,0.348,flat
-93.66138000000001_30.212135999999997.jpeg,-93.66138,30.212136,1,3.3099999,1396.624268,0.348,flat
-93.66138199999999_30.212095.jpeg,-93.661382,30.212095,1,3.3099999,1397.583984,0.348,flat
-93.66188100000001_30.20165.jpeg,-93.661881,30.20165,1,4.1100001,1593.740112,0.224,W
-93.66200400000001_30.201602.jpeg,-93.662004,30.201602,1,3.99,1582.268311,0.525,N
-93.662013_30.206538000000002.jpeg,-93.662013,30.206538,1,3.8299999,1553.696289,0.339,SW
-93.662047_30.206481.jpeg,-93.662047,30.206481,1,3.8299999,1553.314331,0.339,SW
-93.662111_30.206456.jpeg,-93.662111,30.206456,1,3.8299999,1548.861328,0.339,SW
-93.66215600000001_30.207825.jpeg,-93.662156,30.207825,1,4.2399998,1487.932007,0.236,flat
-93.662165_30.207815999999998.jpeg,-93.662165,30.207816,1,4.2399998,1487.446533,0.236,flat
-93.662235_30.2078.jpeg,-93.662235,30.2078,1,4.21,1481.687378,0.635,flat
-93.662347_30.201578.jpeg,-93.662347,30.201578,1,3.6800001,1549.509277,0.745,W
-93.662405_30.209776.jpeg,-93.662405,30.209776,1,3.75,1383.221314,0.163,flat
-93.662406_30.209758.jpeg,-93.662406,30.209758,1,3.75,1383.922974,0.163,flat
-93.662444_30.201583000000003.jpeg,-93.662444,30.201583,1,3.6800001,1540.156372,0.745,W
-93.662471_30.140171000000002.jpeg,-93.662471,30.140171,1,1.72,1279.825684,1.22,SW
-93.662524_30.209734.jpeg,-93.662524,30.209734,1,4.02,1374.570557,0.092,flat
-93.662984_30.209982.jpeg,-93.662984,30.209982,1,3.9200001,1323.008911,0.275,N
-93.66302900000001_30.209925.jpeg,-93.663029,30.209925,1,3.9200001,1321.556152,0.275,N
-93.663892_30.138904999999998.jpeg,-93.663892,30.138905,1,1.89,1097.008545,0.504,E
-93.664107_30.138931.jpeg,-93.664107,30.138931,1,1.89,1079.088379,0.504,NW
-93.664754_30.211221000000002.jpeg,-93.664754,30.211221,1,3.3499999,1113.73169,0.17,NE
-93.664824_30.211058.jpeg,-93.664824,30.211058,1,3.4000001,1113.855591,0.136,NE
-93.664862_30.211065.jpeg,-93.664862,30.211065,1,3.4000001,1110.166626,0.136,N
-93.664997_30.140121.jpeg,-93.664997,30.140121,1,1.8,1063.255493,0.182,flat
-93.665072_30.139546000000003.jpeg,-93.665072,30.139546,1,1.78,1025.632324,0.118,flat
-93.665348_30.066653000000002.jpeg,-93.665348,30.066653,1,1.41,833.1342163,0.148,flat
-93.665384_30.140055.jpeg,-93.665384,30.140055,1,1.85,1027.535156,0.376,flat
-93.66541_30.139691999999997.jpeg,-93.66541,30.139692,1,1.79,1005.014221,0.199,flat
-93.665468_30.226778999999997.jpeg,-93.665468,30.226779,1,5.2600002,563.0057983,0.912,SW
-93.665475_30.139642.jpeg,-93.665475,30.139642,1,1.79,996.8396606,0.199,flat
-93.6654_30.140094.jpeg,-93.6654,30.140094,1,1.85,1028.477173,0.376,flat
-93.665593_30.226854.jpeg,-93.665593,30.226854,1,4.8899999,551.706543,1.316,SW
-93.66592_30.201557.jpeg,-93.66592,30.201557,1,3.6099999,1206.861939,0.195,SW
-93.665995_30.201537.jpeg,-93.665995,30.201537,1,3.6099999,1199.878296,0.195,SW
-93.666478_30.20158.jpeg,-93.666478,30.20158,1,3.75,1153.144287,0.171,W
-93.666569_30.201532.jpeg,-93.666569,30.201532,1,3.75,1144.935059,0.171,W
-93.666628_30.614196999999997.jpeg,-93.666628,30.614197,1,15.1300001,1500.562256,1.142,NW
-93.666735_30.201598999999998.jpeg,-93.666735,30.201599,1,3.8299999,1128.317749,0.08,W
-93.66705_30.202015000000003.jpeg,-93.66705,30.202015,1,3.6700001,1094.671753,0.329,W
-93.66709499999999_30.201965.jpeg,-93.667095,30.201965,1,3.6700001,1090.661743,0.329,W
-93.667227_30.202307.jpeg,-93.667227,30.202307,1,3.54,1076.333374,0.613,flat
-93.667417_30.143371999999996.jpeg,-93.667417,30.143372,1,0.57,1088.104004,0.246,flat
-93.667529_30.202253000000002.jpeg,-93.667529,30.202253,1,3.26,1047.475098,1.0319999,flat
-93.667547_30.143409000000002.jpeg,-93.667547,30.143409,1,0.29,1081.696289,0.113,flat
-93.667565_30.228207.jpeg,-93.667565,30.228207,1,3.75,376.4777832,2.2260001,NE
-93.667732_30.21205.jpeg,-93.667732,30.21205,1,3.1500001,813.15448,0.342,E
-93.667771_30.143144.jpeg,-93.667771,30.143144,1,0.73,1045.903565,0.824,flat
-93.667783_30.217889000000003.jpeg,-93.667783,30.217889,1,5.2800002,716.0488892,1.924,S
-93.667798_30.217875.jpeg,-93.667798,30.217875,1,5.2800002,715.0118408,1.924,S
-93.66787099999999_30.230295.jpeg,-93.667871,30.230295,1,4.3600001,343.9584045,2.5680001,NW
-93.667908_30.230453000000004.jpeg,-93.667908,30.230453,1,4.3600001,339.5749817,2.5680001,W
-93.667919_30.230601.jpeg,-93.667919,30.230601,1,4.04,338.4284058,2.4360001,W
-93.66792199999999_30.212013.jpeg,-93.667922,30.212013,1,3.3399999,797.6693726,0.637,E
-93.667948_30.230613.jpeg,-93.667948,30.230613,1,4.04,335.6583862,2.4360001,W
-93.667964_30.143383.jpeg,-93.667964,30.143383,1,0.3,1050.695313,0.02,flat
-93.668102_30.21787.jpeg,-93.668102,30.21787,1,5.2399998,686.7599487,2.0639999,S
-93.668103_30.217847999999996.jpeg,-93.668103,30.217848,1,5.2399998,687.2745361,2.0639999,S
-93.668113_30.230165000000003.jpeg,-93.668113,30.230165,1,3.1099999,321.4584961,2.8859999,W
-93.668118_30.229444.jpeg,-93.668118,30.229444,1,2.95,325.1681519,2.8499999,W
-93.668146_30.22945.jpeg,-93.668146,30.22945,1,2.6800001,322.4425659,2.8410001,W
-93.66825_30.212334000000002.jpeg,-93.66825,30.212334,1,4.1900001,755.3615112,0.521,flat
-93.66914_30.225921999999997.jpeg,-93.66914,30.225922,1,3.25,208.6558685,4.0650001,NW
-93.66918199999999_30.225881.jpeg,-93.669182,30.225881,1,1.48,205.2940521,2.8729999,NW
-93.669435_30.225224.jpeg,-93.669435,30.225224,1,5.6700001,200.6301727,2.5039999,W
-93.66945_30.225195000000003.jpeg,-93.66945,30.225195,1,3.8399999,200.2499847,3.4319999,W
-93.669466_30.217831.jpeg,-93.669466,30.217831,1,3.3399999,559.2897339,1.149,SW
-93.669493_30.217792.jpeg,-93.669493,30.217792,1,3.3399999,557.5580444,1.149,SW
-93.66964399999999_30.220767.jpeg,-93.669644,30.220767,1,4.75,463.6430054,0.917,flat
-93.669648_30.220722.jpeg,-93.669648,30.220722,1,4.75,466.7674561,0.917,flat
-93.669737_30.218827.jpeg,-93.669737,30.218827,1,4.4200001,512.0403442,0.591,S
-93.66975_30.218802.jpeg,-93.66975,30.218802,1,4.4200001,511.1533203,0.591,S
